,period,product_name,product_sku,net_sales,gross_margin
2152,90,RED RETROSPOT CUP,#sku_1018,619.1,0.22
2153,90,DIAMOND LAS VEGAS NECKLACE 45CM,#sku_1319,583.25,22.24
2154,90,"FLOWER GLASS GARLAND NECKL.36""BLUE",#sku_3255,421.64,9.43
2155,90,mailout,#sku_3346,330.4,13.47
2156,90,GUMBALL MONOCHROME COAT RACK,#sku_110,312.3,34.1
2157,90,FOLDING MIRROR RED  ,#sku_3424,272.44,8.87
2158,90,ASSTD DESIGN BUBBLE GUM RING,#sku_1683,221.78,1.38
2159,90,COLUMBIAN  CUBE CANDLE ,#sku_1271,206.43,14.33
2160,90,RED DAISY PAPER LAMPSHADE,#sku_2917,185.41,14.0
2161,90,MINI PAINTED GARDEN DECORATION ,#sku_1295,128.64,2.34
2162,90,PENNY FARTHING BIRTHDAY CARD,#sku_1382,127.76,14.65
2163,90,MINI JIGSAW BAKE A CAKE ,#sku_695,94.23,28.31
2164,90,CERAMIC BOWL WITH STRAWBERRY DESIGN,#sku_2322,65.41,54.98
2165,90,ASSORTED SHAPES PHOTO CLIP SILVER ,#sku_2888,36.27,23.27
2166,90,CURIOUS IMAGES GIFT WRAP SET,#sku_2411,0.0,2.11
2167,90,SET OF 16 VINTAGE RED CUTLERY,#sku_2217,16276.85,18.32
2168,90,SMALL POLKADOT CHOCOLATE GIFT BAG ,#sku_2006,10889.06,12.13
2169,90,LUNCH BOX I LOVE LONDON,#sku_37,9550.96,13.87
2170,90,ENAMEL WASH BOWL CREAM,#sku_1494,8787.56,12.31
2171,90,MONEY BOX KINGS CHOICE DESIGN,#sku_1574,7273.61,54.24
2172,90,FOLDING UMBRELLA CREAM POLKADOT,#sku_389,4385.79,33.92
2173,90,PAPER LANTERN 5 POINT SEQUIN STAR,#sku_3356,3605.01,29.39
2174,90,CHILDRENS GARDEN GLOVES BLUE,#sku_1330,3252.81,33.08
2175,90,3 STRIPEY MICE FELTCRAFT,#sku_187,3094.02,40.83
2176,90,STARS GIFT TAPE ,#sku_31,3054.94,32.73
2177,90,SKULLS TAPE,#sku_1632,2466.04,26.35
2178,90,RATTLE SNAKE EGGS,#sku_1715,2407.44,19.69
2179,90,CHUNKY CRACKED GLAZE NECKLACE IVORY,#sku_2082,1830.72,14.64
2180,90,CREAM DELPHINIUM ARTIFICIAL FLOWER,#sku_2704,1662.6,10.71
2181,90,ASSORTED TUTTI FRUTTI SMALL PURSE,#sku_1190,1628.78,-19.13
2182,90,SILVER MINI TAPE MEASURE ,#sku_1774,1522.97,17.73
2183,90,"DECORATION HEN ON NEST, HANGING",#sku_1419,1451.75,6.69
2184,90,LAVENDER INCENSE IN TIN,#sku_231,1435.55,23.48
2185,90,ICE CREAM DESIGN GARDEN PARASOL,#sku_2973,1248.1,1.71
2186,90,CHEST OF DRAWERS GINGHAM HEART ,#sku_724,1185.04,16.67
2187,90,BLUE DRAGONFLY HELICOPTER,#sku_771,1120.28,12.3
2188,90,PINK DOG CANNISTER,#sku_2552,1067.53,62.35
2189,90,POPPY'S PLAYHOUSE BEDROOM ,#sku_11,1064.07,16.89
2190,90,3 ROSE MORRIS BOXED CANDLES,#sku_1814,933.57,19.6
2191,90,YELLOW/PINK FLOWER DESIGN BIG MUG,#sku_1761,880.2,22.72
2192,90,PINK BERTIE GLASS BEAD BAG CHARM,#sku_2585,869.99,4.59
2193,90,RIBBON REEL CHRISTMAS SOCK BAUBLE,#sku_398,732.86,18.04
2194,90,MODERN FLORAL STATIONERY SET,#sku_798,731.68,31.62
2195,90,SMALL LICORICE DES PINK BOWL,#sku_600,730.56,16.69
2196,90,BIRTHDAY BANNER TAPE,#sku_2717,664.01,13.08
2197,90,CREAM SWEETHEART LETTER RACK,#sku_925,587.59,13.95
2198,90,PINK HANGING GINGHAM EASTER HEN,#sku_2861,585.61,14.08
2199,90,4 SKY BLUE DINNER CANDLES,#sku_1534,570.16,20.76
2200,90,CRYSTAL DIAMANTE EXPANDABLE RING,#sku_1838,498.51,13.46
2201,90,LADLE LOVE HEART RED ,#sku_811,442.84,30.36
2202,90,WHEELBARROW FOR CHILDREN ,#sku_2379,395.11,33.11
2203,90,CRACKED GLAZE EARRINGS BROWN,#sku_2720,309.58,20.65
2204,90,BLING KEY RING STAND,#sku_3319,288.55,9.51
2205,90,BLACK CRYSTAL DROP EARRINGS,#sku_2719,273.37,16.37
2206,90,CANDY SHOP  STICKER SHEET,#sku_1040,267.52,19.37
2207,90,MEMO BOARD COTTAGE DESIGN,#sku_1471,257.96,18.05
2208,90,SET OF 12  VINTAGE POSTCARD SET,#sku_918,241.66,24.03
2209,90,COSY HOUR GIANT TUBE MATCHES,#sku_262,219.85,21.47
2210,90,CARD CAT AND TREE ,#sku_1380,190.72,14.72
2211,90,GREEN METAL BOX ARMY SUPPLIES,#sku_3376,160.12,20.95
2212,90,YULETIDE IMAGES GIFT WRAP SET,#sku_922,125.44,18.97
2213,90,FRUIT SALAD BAG CHARM,#sku_941,31828.04,25.57
2214,90,SET/6 BEAD COASTERS GAUZE BAG GOLD,#sku_1604,24680.86,4.48
2215,90,ENGLISH ROSE SMALL SCENTED FLOWER,#sku_2419,14151.5,41.41
2216,90,GREEN GLASS TASSLE BAG CHARM,#sku_2185,8727.18,19.14
2217,90,MAGNETS PACK OF 4 CHILDHOOD MEMORY,#sku_1082,8120.96,14.99
2218,90,SPACEBOY CHILDRENS EGG CUP,#sku_330,6253.96,20.82
2219,90,CAKE PLATE LOVEBIRD PINK,#sku_2015,6136.38,22.64
2220,90,SET OF 4 NAPKIN CHARMS CUTLERY,#sku_571,4875.96,16.45
2221,90,FRENCH BLUE METAL DOOR SIGN 7,#sku_2056,4442.93,2.33
2222,90,CHALKBOARD KITCHEN ORGANISER,#sku_869,2743.12,23.51
2223,90,BASKET OF TOADSTOOLS,#sku_1184,2627.23,1.9
2224,90,ZINC HEART LATTICE T-LIGHT HOLDER,#sku_1167,1978.04,24.06
2225,90,PURPLE SWEETHEART BRACELET,#sku_494,1806.78,17.83
2226,90,CREAM SLICE FLANNEL CHOCOLATE SPOT ,#sku_627,1730.08,32.8
2227,90,MOODY GIRL DOOR HANGER ,#sku_1008,1720.65,13.61
2228,90,LAVENDER SCENTED FABRIC HEART,#sku_1602,1468.1,19.62
2229,90,NOEL GARLAND PAINTED ZINC ,#sku_2070,1371.73,16.23
2230,90,CHRYSANTHEMUM NOTEBOOK,#sku_471,1345.15,16.31
2231,90,FANNY'S REST STOPMETAL SIGN,#sku_1274,1315.01,15.02
2232,90,GIN + TONIC DIET METAL SIGN,#sku_93,1163.69,18.9
2233,90,RETROSPOT HEART HOT WATER BOTTLE,#sku_177,944.82,12.84
2234,90,ASSORTED TUTTI FRUTTI ROUND BOX,#sku_2796,923.53,40.14
2235,90,CAMOUFLAGE DOG COLLAR,#sku_2734,807.8,19.87
2236,90,ENGLISH ROSE SPIRIT LEVEL ,#sku_620,807.02,2.33
2237,90,CRACKED GLAZE NECKLACE IVORY,#sku_1821,778.34,5.0
2238,90,IVORY STRING CURTAIN WITH POLE ,#sku_1254,646.36,14.88
2239,90,SET OF 5 PANCAKE DAY MAGNETS,#sku_3178,613.11,73.14
2240,90,HEART DECORATION RUSTIC HANGING ,#sku_816,542.29,17.25
2241,90,CRYSTAL CHANDELIER T-LIGHT HOLDER,#sku_3398,496.41,24.26
2242,90,ASSORTED COLOUR T-LIGHT HOLDER,#sku_1287,446.48,86.85
2243,90,BLUE POLKADOT LUGGAGE TAG ,#sku_1787,435.89,40.68
2244,90,RIDGED BONNE JAM JAR T-LIGHT HOLDER,#sku_3596,403.64,24.84
2245,90,SET OF 6 T-LIGHTS SNOWMEN,#sku_251,376.29,19.39
2246,90,FRENCH LAVENDER SCENT HEART,#sku_2061,363.6,16.15
2247,90,BEACH HUT DESIGN BLACKBOARD,#sku_2472,354.81,26.12
2248,90,ETCHED GLASS COASTER,#sku_1865,344.88,-72.39
2249,90,BLUE COAT RACK PARIS FASHION,#sku_25,336.09,23.26
2250,90,YELLOW/PINK CERAMIC CANDLE HOLDER,#sku_1261,274.21,30.23
2251,90,GIRAFFE WOODEN RULER,#sku_3018,242.05,35.46
2252,90,PINK/PURPLE RETRO RADIO,#sku_916,217.29,26.37
2253,90,PINK/PURPLE CIRCLE CURTAIN,#sku_2997,213.66,16.41
2254,90,BELL HEART ANTIQUE GOLD,#sku_3634,189.08,22.3
2255,90,CAKE STAND LOVEBIRD 2 TIER PINK,#sku_2014,71370.14,14.94
2256,90,PHARMACIE FIRST AID TIN,#sku_1205,22107.23,31.03
2257,90,JUMBO BAG CHARLIE AND LOLA TOYS,#sku_62,12850.85,48.48
2258,90,NEW BAROQUE B'FLY NECKLACE GREEN,#sku_1301,7861.92,31.5
2259,90,Bank Charges,#sku_1538,6746.59,25.54
2260,90,CERAMIC CAKE STAND + HANGING CAKES,#sku_892,4832.49,14.53
2261,90,3D VINTAGE CHRISTMAS STICKERS ,#sku_1743,4725.87,2.04
2262,90,TIGRIS EYE CHUNKY CHARM BRACELET,#sku_2267,4576.88,9.72
2263,90,"ASSORTED FLOWER COLOUR ""LEIS""",#sku_1752,4513.35,21.93
2264,90,SILK PURSE BABUSHKA RED,#sku_226,4513.31,37.3
2265,90,MULTI COLOUR SILVER T-LIGHT HOLDER,#sku_642,3486.84,23.19
2266,90,PAPERWEIGHT CHILDHOOD MEMORIES,#sku_1856,2984.28,7.36
2267,90,4 TRADITIONAL SPINNING TOPS,#sku_326,2823.33,12.12
2268,90,LILY BROOCH AMETHYST COLOUR,#sku_1498,2764.46,11.82
2269,90,BLUE CALCULATOR RULER,#sku_1438,2746.51,14.05
2270,90,CHARLIE AND LOLA FIGURES TINS,#sku_1447,2709.15,24.13
2271,90,BLUE PARTY BAGS ,#sku_606,2400.05,18.63
2272,90,TOAST ITS - FAIRY FLOWER,#sku_1183,2376.52,8.43
2273,90,FROSTED WHITE BASE ,#sku_2330,2190.95,32.95
2274,90,ORIGAMI VANILLA INCENSE/CANDLE SET ,#sku_976,2162.34,3.48
2275,90,printing smudges/thrown away,#sku_3558,2110.36,22.71
2276,90,SET 20 NAPKINS FAIRY CAKES DESIGN ,#sku_250,2036.58,22.4
2277,90,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,#sku_1499,1980.4,20.96
2278,90,BLACK DIAMANTE EXPANDABLE RING,#sku_489,1867.79,24.31
2279,90,ORIGAMI ROSE INCENSE/CANDLE SET ,#sku_979,1854.5,21.26
2280,90,IVORY ENCHANTED FOREST PLACEMAT,#sku_649,1653.35,14.37
2281,90,WHITE STITCHED WALL CLOCK,#sku_2575,1557.06,21.89
2282,90,SMALL FOLDING SCISSOR(POINTED EDGE),#sku_2397,1477.68,2.32
2283,90,CHILDS BREAKFAST SET DOLLY GIRL ,#sku_660,1245.1,15.49
2284,90,VANILLA INCENSE 40 CONES IN TIN,#sku_1463,1237.7,18.48
2285,90,ORIGAMI OPIUM INCENSE/CANDLE SET ,#sku_980,1223.28,29.13
2286,90,VINTAGE HEADS AND TAILS CARD GAME ,#sku_33,1167.36,28.04
2287,90,METAL MERRY CHRISTMAS WREATH,#sku_582,1042.08,69.66
2288,90,PINK BOUDOIR T-LIGHT HOLDER,#sku_2703,948.75,22.71
2289,90,HOMEMADE JAM SCENTED CANDLES,#sku_151,933.74,46.31
2290,90,GARLAND WITH STARS AND BELLS,#sku_1104,931.31,23.75
2291,90,FAMILY ALBUM WHITE PICTURE FRAME,#sku_818,880.59,16.58
2292,90,NUMBER TILE VINTAGE FONT 6 ,#sku_2416,838.41,42.13
2293,90,METAL SIGN EMPIRE TEA,#sku_447,807.97,8.12
2294,90,200 BENDY SKULL STRAWS,#sku_1454,754.28,10.06
2295,90,SET/10 PINK POLKADOT PARTY CANDLES,#sku_249,733.72,21.52
2296,90,BLUE TILED TRAY,#sku_2495,680.01,43.61
2297,90,METAL SIGN CUPCAKE SINGLE HOOK,#sku_912,450.03,22.99
2298,90,POSTAGE,#sku_46,437.03,23.61
2299,90,SPACE CADET WHITE,#sku_1557,384.44,34.25
2300,90,EASTER CRAFT IVY WREATH WITH CHICK,#sku_2930,371.65,14.36
2301,90,PAPER CHAIN KIT LONDON,#sku_656,365.42,2.91
2302,90, 4 PURPLE FLOCK DINNER CANDLES,#sku_618,340.67,16.12
2303,90,HERB MARKER THYME,#sku_581,338.2,26.65
2304,90,JAZZ HEARTS PURSE NOTEBOOK,#sku_263,332.59,-1.82
2305,90,CHARLIE + LOLA RED HOT WATER BOTTLE,#sku_434,330.17,18.87
2306,90,"FLOWER GLASS GARLAND NECKL.36""GREEN",#sku_3539,326.5,26.78
2307,90,"LETTER ""H"" BLING KEY RING",#sku_951,240.73,25.73
2308,90,VINTAGE BEAD PINK SCARF ,#sku_2021,227.49,13.44
2309,90,CLASSICAL ROSE SMALL VASE,#sku_459,210.32,13.82
2310,90,CAROUSEL PONIES BABY BIB,#sku_2497,114.98,6.54
2311,90,PIG KEYRING WITH LIGHT & SOUND ,#sku_825,91.6,3.66
2312,90,CUTE BIRD CEATURE SCREEN,#sku_3696,83.41,6.82
2313,90,FELT TOADSTOOL  SMALL,#sku_1663,80.97,83.31
2314,90,NUMBER TILE COTTAGE GARDEN 7,#sku_2259,39.39,13.92
2315,90,SET OF 6 CAKE CHOPSTICKS,#sku_1517,33.33,24.34
2316,90,CLEAR CRYSTAL STAR PHONE CHARM,#sku_2386,40279.45,25.28
2317,90,HOT WATER BOTTLE TEA AND SYMPATHY,#sku_58,20802.14,20.56
2318,90,SWALLOWS GREETING CARD,#sku_1137,9479.34,13.7
2319,90,PINK GAUZE BUTTERFLY LAMPSHADE,#sku_2969,8993.09,20.26
2320,90,BLACK VINT ART DEC CRYSTAL NECKLACE,#sku_2994,8429.73,11.75
2321,90,ORIGAMI JASMINE INCENSE/CANDLE SET,#sku_977,6394.0,41.48
2322,90,BEADED CRYSTAL HEART GREEN SMALL,#sku_1930,5307.51,56.09
2323,90,MOROCCAN TEA GLASS,#sku_1612,4727.65,29.8
2324,90,WATERING CAN GARDEN MARKER,#sku_849,4054.31,55.41
2325,90,PLASTERS IN TIN WOODLAND ANIMALS,#sku_430,3401.97,36.81
2326,90,BLACK WINE GLASS,#sku_1524,3028.79,2.21
2327,90,TRAVEL SEWING KIT,#sku_204,2782.01,2.25
2328,90,DOLLY MIXTURE CHILDREN'S UMBRELLA,#sku_1716,2416.49,13.71
2329,90,FRENCH CHATEAU OVAL PLATTER,#sku_3155,2379.54,1.17
2330,90,CAPIZ CHANDELIER,#sku_3452,2086.47,11.67
2331,90,"DECOUPAGE,GREETING CARD,",#sku_1599,1959.46,19.49
2332,90,SMALL REGAL  SILVER CANDLEPOT ,#sku_734,1584.85,11.54
2333,90,VICTORIAN SEWING BOX SMALL ,#sku_483,1509.19,17.53
2334,90,WOODLAND STORAGE BOX SMALL,#sku_1566,1396.34,10.99
2335,90,SET OF 4 NAPKIN CHARMS LEAVES   ,#sku_569,1336.64,30.39
2336,90,CLASSIC DIAMANTE NECKLACE JET,#sku_3061,1287.64,62.74
2337,90,BLUE POLKADOT PUDDING BOWL,#sku_1550,1140.15,46.83
2338,90,IVORY DINER WALL CLOCK,#sku_162,1133.88,21.32
2339,90,PAPER BUNTING WHITE LACE,#sku_540,926.31,49.72
2340,90,WOOD STAMP SET HAPPY BIRTHDAY,#sku_1424,896.35,50.45
2341,90,HAND WARMER BABUSHKA DESIGN,#sku_423,718.8,32.82
2342,90,ETCHED GLASS STAR TREE DECORATION,#sku_2700,633.74,32.24
2343,90,NUMBER TILE VINTAGE FONT 1,#sku_2232,603.21,1.68
2344,90,WRAP BAD HAIR DAY,#sku_3142,599.54,20.37
2345,90,CARDHOLDER GINGHAM STAR,#sku_859,598.05,21.89
2346,90,WOODEN ADVENT CALENDAR RED,#sku_663,574.34,52.59
2347,90,"TUMBLER, NEW ENGLAND",#sku_908,536.98,23.28
2348,90,SKULLS  WATER TRANSFER TATTOOS ,#sku_304,506.39,41.79
2349,90,PAPER LANTERN 9 POINT SNOW STAR,#sku_3316,422.69,18.25
2350,90,SET OF 2 WOODEN MARKET CRATES,#sku_560,340.42,9.63
2351,90,DINOSAUR PARTY BAG + STICKER SET,#sku_1588,337.03,18.54
2352,90,CRYSTAL STUD EARRINGS ASSORTED COL ,#sku_2590,290.08,15.8
2353,90,SUNSET COLOUR CHUNKY KNITTED THROW,#sku_1262,188.03,2.93
2354,90,SET OF 4 NAPKIN CHARMS HEARTS,#sku_861,140.2,23.15
2355,90,PAINTED LIGHTBULB RAINBOW DESIGN,#sku_2239,130.88,2.05
2356,90,PARTY INVITES DINOSAURS,#sku_1580,52.99,-15.12
2357,90,RIBBON REEL HEARTS DESIGN ,#sku_1840,-863.1,17.25
2358,90,DENIM PATCH PURSE PINK BUTTERFLY,#sku_968,11549.7,35.93
2359,90,FELT FARM ANIMAL CHICKEN,#sku_1852,10916.71,23.96
2360,90,BIRD BOX CHRISTMAS TREE DECORATION,#sku_1107,10533.48,30.15
2361,90,EIGHT PIECE DINOSAUR SET,#sku_630,9602.0,34.32
2362,90,WAKE UP COCKEREL TILE HOOK,#sku_1687,8880.04,43.89
2363,90,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,#sku_893,3614.37,16.74
2364,90,PLASTERS IN TIN VINTAGE PAISLEY ,#sku_185,2713.09,17.19
2365,90,DOORMAT NEW ENGLAND,#sku_21,2405.21,33.32
2366,90,PINK LEAVES AND BEADS PHONE CHARM,#sku_2387,2201.54,40.88
2367,90,PAPER CHAIN KIT 50'S CHRISTMAS ,#sku_47,1769.06,27.28
2368,90,UTILTY CABINET WITH HOOKS,#sku_1910,1652.18,24.65
2369,90,STRIPEY CHOCOLATE NESTING BOXES,#sku_1182,1599.98,55.74
2370,90,TWO DOOR CURIO CABINET,#sku_1535,1582.61,18.67
2371,90,IVORY PILLAR CANDLE SILVER FLOCK,#sku_901,1559.59,19.21
2372,90,RAIN PONCHO RETROSPOT,#sku_781,1553.76,18.21
2373,90,GOLD M.O.P ORBIT DROP EARRINGS,#sku_1299,1461.18,10.62
2374,90,TOY TIDY SPACEBOY  ,#sku_839,1430.11,41.31
2375,90,FUSCHIA FLOWER PURSE WITH BEADS,#sku_1796,1398.42,10.6
2376,90,DAIRY MAID TRADITIONAL TEAPOT ,#sku_1601,1234.42,24.75
2377,90,PINK POODLE HANGING DECORATION ,#sku_2412,1191.95,5.69
2378,90,HIPPY CHIC DECORATIVE PARASOL,#sku_2583,1124.17,18.49
2379,90,I CAN ONLY PLEASE ONE PERSON MUG,#sku_711,881.3,18.16
2380,90,MAGIC DRAWING SLATE BAKE A CAKE ,#sku_300,797.16,12.12
2381,90,KNICKERBOCKERGLORY MAGNET ASSORTED ,#sku_3181,777.12,18.47
2382,90,SMALL GLASS SUNDAE DISH CLEAR,#sku_1997,560.11,49.34
2383,90,Found,#sku_2728,538.36,24.69
2384,90,WOOD BLACK BOARD ANT WHITE FINISH,#sku_123,499.55,16.62
2385,90,UNION JACK FLAG PASSPORT COVER ,#sku_1121,421.47,24.0
2386,90,RASTA IN BATH W SPLIFF ASHTRAY,#sku_2761,405.33,17.83
2387,90,DOORMAT MERRY CHRISTMAS RED ,#sku_1607,401.94,29.0
2388,90,PINK HEARTS PAPER GARLAND,#sku_548,365.1,44.11
2389,90,AIRLINE BAG VINTAGE TOKYO 78,#sku_319,322.12,29.92
2390,90,PINK BAROQUE FLOCK CANDLE HOLDER,#sku_1815,291.88,37.53
2391,90,3 TRADITIONAl BISCUIT CUTTERS  SET,#sku_1368,291.4,14.39
2392,90,WHITE JEWELLED HEART DECORATION,#sku_1431,249.06,19.29
2393,90,BLUE POLKADOT PASSPORT COVER,#sku_1603,211.66,61.22
2394,90,PAINTED SEA SHELL METAL WINDCHIME,#sku_2986,199.55,26.2
2395,90,CAKE STAND VICTORIAN FILIGREE LARGE,#sku_1213,152.46,27.68
2396,90,TEA TIME TEA SET IN GIFT BOX,#sku_2238,115.98,22.69
2397,90,BATHROOM SCALES FOOTPRINTS IN SAND,#sku_1807,115.09,24.69
2398,90,"LETTER ""D"" BLING KEY RING",#sku_949,109.76,16.09
2399,90,CHARLIE & LOLA WASTEPAPER BIN FLORA,#sku_75,19942.4,17.36
2400,90,WHITE HANGING HEART T-LIGHT HOLDER,#sku_1,17784.38,43.05
2401,90,VICTORIAN  METAL POSTCARD SPRING,#sku_637,10495.44,7.34
2402,90,AMBER CRYSTAL DROP EARRINGS,#sku_2844,8809.95,21.53
2403,90,2 DAISIES HAIR COMB,#sku_2247,4822.91,15.08
2404,90,FRENCH BLUE METAL DOOR SIGN 4,#sku_2205,4687.7,44.69
2405,90,MEASURING TAPE BABUSHKA PINK,#sku_1541,4470.37,34.85
2406,90,VINTAGE KID DOLLY CARD ,#sku_1542,3392.1,44.23
2407,90,BLUE MURANO TWIST BRACELET,#sku_1703,3231.11,16.66
2408,90,REINDEER HEART DECORATION SILVER,#sku_3464,2301.93,19.54
2409,90,OFFICE MUG WARMER POLKADOT,#sku_529,2234.96,15.0
2410,90,ASS FLORAL PRINT SPIRIT LEVEL ,#sku_1794,2142.34,25.37
2411,90,"KEY FOB , FRONT  DOOR ",#sku_1515,2135.89,42.01
2412,90,RETROSPOT WOODEN HEART DECORATION,#sku_2937,2029.31,-19.81
2413,90,"ACRYLIC JEWEL SNOWFLAKE, PINK",#sku_2982,1976.2,19.09
2414,90,RED PAPER PARASOL,#sku_2195,1669.83,14.66
2415,90,PINK HORSE SOCK PUPPET,#sku_1522,1513.63,8.73
2416,90,BLACK/WHITE GLASS/SILVER BRACELET,#sku_1820,1513.04,2.05
2417,90,STRING OF STARS CARD HOLDER,#sku_665,1475.57,19.92
2418,90,ROSE SCENT CANDLE IN JEWELLED BOX,#sku_1797,1335.1,19.41
2419,90,PORCELAIN ROSE SMALL,#sku_1346,1305.83,20.68
2420,90,GOLD APERITIF GLASS,#sku_3263,1265.68,18.39
2421,90,BEADED CRYSTAL HEART BLUE SMALL,#sku_1767,1259.2,11.84
2422,90,SEWING SUSAN 21 NEEDLE SET,#sku_931,1224.43,14.74
2423,90,SET OF 3 CONEY ISLAND OVAL BOXES,#sku_1289,1180.9,12.73
2424,90,PINK SWEETHEART BRACELET,#sku_493,1133.59,27.47
2425,90,SILVER TEDDY BEAR,#sku_2153,1062.22,15.44
2426,90,FRENCH BLUE METAL DOOR SIGN 5,#sku_723,1003.77,10.1
2427,90,CABIN BAG VINTAGE RETROSPOT,#sku_1609,957.82,21.92
2428,90,SET 6 PAPER TABLE LANTERN HEARTS ,#sku_3391,889.96,-1.4
2429,90,SWEET PUDDING STICKER SHEET,#sku_1041,835.03,12.23
2430,90,HAIRCLIPS FORTIES FABRIC ASSORTED,#sku_2402,831.29,19.49
2431,90,BLUE EGG  SPOON,#sku_2062,766.59,2.21
2432,90,SET/6 PINK BIRD T-LIGHT CANDLES,#sku_1294,746.92,14.14
2433,90,PINK GLASS CANDLEHOLDER,#sku_1870,670.2,22.81
2434,90,CLASSIC SUGAR DISPENSER,#sku_3404,598.71,21.62
2435,90,SET OF 4 KNICK KNACK TINS LONDON ,#sku_3496,465.97,18.45
2436,90,CERAMIC STRAWBERRY CAKE MONEY BANK,#sku_106,455.97,-2.02
2437,90,GROW A FLYTRAP OR SUNFLOWER IN TIN,#sku_2198,442.27,1.95
2438,90,LIPSTICK PEN RED,#sku_842,440.88,6.37
2439,90,SET OF 16 VINTAGE SKY BLUE CUTLERY,#sku_2093,420.07,26.61
2440,90,FELTCRAFT HAIRBANDS PINK AND WHITE ,#sku_427,391.38,39.37
2441,90,RETROSPOT PARTY BAG + STICKER SET,#sku_515,332.74,35.59
2442,90,HAYNES CAMPER SHOULDER BAG,#sku_3311,318.28,39.07
2443,90,DOORMAT HEARTS,#sku_313,300.52,66.6
2444,90,WOODLAND CHARLOTTE BAG,#sku_989,283.48,16.14
2445,90,ENGLISH ROSE SCENTED HANGING FLOWER,#sku_2200,182.53,17.88
2446,90,BLUE GIANT GARDEN THERMOMETER,#sku_482,118.08,26.07
2447,90,MULTICOLOUR SPRING FLOWER MUG,#sku_2221,37013.94,29.76
2448,90,Dotcomgiftshop Gift Voucher £30.00,#sku_2782,21298.85,20.35
2449,90,RETROSPOT RED WASHING UP GLOVES,#sku_599,9934.44,15.37
2450,90,PACK OF 20 NAPKINS PANTRY DESIGN,#sku_610,9659.63,25.21
2451,90,FAIRY TALE COTTAGE NIGHTLIGHT,#sku_145,7784.07,40.6
2452,90,LADYBIRD + BEE RAFFIA FOOD COVER,#sku_1328,7710.85,23.89
2453,90,YELLOW METAL CHICKEN HEART ,#sku_1276,7045.11,20.87
2454,90,ORANGE FELT VASE + FLOWERS,#sku_3197,6183.33,16.42
2455,90,WRAP GREEN PEARS ,#sku_1532,5885.34,31.62
2456,90,PARTY CONES CANDY TREE DECORATION,#sku_1921,5395.06,8.34
2457,90,SKULLS SQUARE TISSUE BOX,#sku_224,4273.51,52.12
2458,90,BLUE FELT EASTER EGG BASKET,#sku_1860,4257.07,38.78
2459,90,STORAGE TIN VINTAGE LEAF,#sku_3504,2987.18,2.26
2460,90,UNION FLAG WINDSOCK,#sku_1863,2922.51,5.77
2461,90,JUNGLE POPSICLES ICE LOLLY HOLDERS,#sku_1284,2901.86,4.32
2462,90,SILVER BRACELET W PASTEL FLOWER,#sku_1818,2761.46,54.04
2463,90,BLUE POLKADOT CUP,#sku_1584,2589.65,12.89
2464,90,CHRISTMAS METAL TAGS ASSORTED ,#sku_504,2402.12,20.75
2465,90,TURQUOISE GLASS TASSLE BAG CHARM ,#sku_944,2342.83,4.9
2466,90,WOOLLY HAT SOCK GLOVE ADVENT STRING,#sku_2566,2041.83,22.08
2467,90,LARGE YELLOW BABUSHKA NOTEBOOK ,#sku_1243,1900.92,7.95
2468,90,COFFEE MUG PINK PAISLEY DESIGN,#sku_1849,1895.82,11.79
2469,90,CHILDS GARDEN BRUSH PINK,#sku_855,1674.03,8.9
2470,90,SMALL CHINESE STYLE SCISSOR,#sku_473,1442.9,17.66
2471,90,YOU'RE CONFUSING ME METAL SIGN ,#sku_91,1422.51,21.36
2472,90, SPACEBOY BABY GIFT SET,#sku_3126,1309.99,16.2
2473,90,GYMKHANA TREASURE BOOK BOX,#sku_3085,1303.76,21.12
2474,90,4 BLUE DINNER CANDLES SILVER FLOCK,#sku_1836,1140.17,29.1
2475,90,RETROSPOT LAMP,#sku_196,1138.41,45.53
2476,90,PARTY FOOD SHOPPER BAG,#sku_2003,1108.27,22.85
2477,90,TRIPLE HOOK ANTIQUE IVORY ROSE,#sku_3260,1103.34,87.21
2478,90,WOODEN UNION JACK BUNTING,#sku_1232,1103.06,16.98
2479,90,sold as 22467,#sku_3196,1060.45,31.69
2480,90,PAINTED PINK RABBIT ,#sku_2461,906.18,8.02
2481,90,TEA TIME DES TEA COSY,#sku_98,834.06,28.66
2482,90,MONEY BOX BISCUITS DESIGN,#sku_1227,790.91,17.91
2483,90,EAU DE NILE HEART SHAPE PHOTO FRAME,#sku_1689,785.61,25.22
2484,90,"LETTER ""L"" BLING KEY RING",#sku_1711,763.39,26.59
2485,90,SPACE FROG,#sku_1553,621.12,20.53
2486,90,DOORMAT CHRISTMAS VILLAGE,#sku_3145,616.76,39.98
2487,90,METAL DECORATION NAUGHTY CHILDREN ,#sku_879,559.67,27.39
2488,90,SILVER STANDING GNOME   ,#sku_2404,491.23,17.52
2489,90,PACK OF 12 RED APPLE TISSUES,#sku_3826,486.88,15.78
2490,90,CHRISTMAS MUSICAL ZINC STAR,#sku_1050,479.69,39.59
2491,90,BUNDLE OF 3 RETRO NOTE BOOKS,#sku_3367,445.51,7.46
2492,90,DOORMAT WELCOME SUNRISE,#sku_2104,385.27,40.54
